Paper_code,Compound_name,CAS,Quantity,Plant_parts,Techniques,Formula,Classification,Activity,Plant_type,Exp_condition,IUPAC
JELcaal2012Aer,terpinen-4-ol,562-74-3,0.29,Aerial part,GC and GC/MS,C10H18O,monoterpene alcohol,"Allelopathic, Antiacetylcholinesterase, Antiacne Antiallergic, Antiasthmatic, Antibacterial, Antioxidant Antiseptic, Antispasmodic, Antitussive, Antiulce Bacteriostatic, Diuretic, Fungicide, Herbicide, Insectifuge Irritant, Nematicide, Pesticide, Renoirritant, Spermicide, Vulnerary",Weed,Hydrodistillation (biological),"4-methyl-1-propan-2-ylcyclohex-3-en-1-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,epi-cubenol,NA,0.41,Flower and leaves,GC/FID and GC/MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,gamma-cadinene,39029-41-9,0.09,Flower and leaves,GC/FID and GC/MS,C15H24,bicyclic sesquiterpene,NA,Weed,normal,"(1R,4aS,8aS)-7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,"(e,e)-farnesene",NA,11.58,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydro-distillation,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,"(e,e)-farnesene",NA,11.58,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydro-distillation,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,"(e,e)-farnesene",NA,11.58,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydro-distillation,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,"(e,e)-farnesene",NA,11.58,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydro-distillation,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,alpha-copaene,3856-25-5,0.76,Fruit,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,alloaromadendrene,NA,0.37,Fruit,GC and GC/MS,NA,sesquiterpene,NA,Weed,Normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,myrcene,123-35-3,0.63,Flower and leaves,GC/FID and GC/MS,C10H16,monoterpene,flammable,Weed,normal,"7-methyl-3-methylideneocta-1,6-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,gamma-elemene,30824-67-0,1.6,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,hydrodistillation,"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,gamma-elemene,30824-67-0,1.6,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,hydrodistillation,"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,gamma-elemene,30824-67-0,1.6,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,hydrodistillation,"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,gamma-elemene,30824-67-0,1.6,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,hydrodistillation,"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaeg2012Lea,camphor,76-22-2,3.57,Leaves,GC and GC/MS,C10H16O,monoterpene derivative,"Allelopathic, Analgesic, Anesthetic, Antiacne, Antidiarrheic Antidysenteric, Antiemetic, Antifeedant, Antifibrositic Antineuralgic, Antipruritic, Antiseptic, Antispasmodic, CNS-Stimulant, Cancer-Preventive, Carminative, Convulsant, Cosmetic, Counterirritant, Decongestant, Deliriant, Ecbolic Emetic, Epileptigenic, Expectorant, Fungicide, Herbicide Insect-Repellent, Insectifuge, Irritant, Nematicide, Occuloirritant, P450-2B1-Inhibitor, Pesticide, Respirainhibitor, Respirastimulant Rubefacient, Stimulant, Transdermal, Verrucolytic, Vibriocide",Weed,Normal,"4,7,7-trimethylbicyclo[2.2.1]heptan-3-one,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2004Lea,p-cymene,NA,0.3,Leaf,GC/MS,C10H14,related to monoterpene,"Analgesic, Antiacetylcholinesterase, Antibacillary, Antibacterial, Antiflu, Antirheumatalgic, Antiviral, Flavor, Fungicide, Herbicide, Insectifuge, Irritant, Laxative Pesticide, Sedative, Trichomonicide",Weed,normal,"1-methyl-4-propan-2-ylbenzene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,beta-elemene,515-13-9,1.31,Leaves,GC/MS,C15H24,sesquiterpene,NA,Weed,different collect times(1:00 pm),"(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,davanone,20482-11-5,0.3,Aerial part,GC and GC/MS,C15H24O2,NA,NA,Weed,Hydrodistillation (biological),"(2S)-2-[(2S,5R)-5-ethenyl-5-methyloxolan-2-yl]-6-methylhept-5-en-3-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaal2012Aer,davanone,20482-11-5,0.3,Aerial part,GC and GC/MS,C15H24O2,NA,NA,Weed,Hydrodistillation (biological),"(2S)-2-[(2S,5R)-5-ethenyl-5-methyloxolan-2-yl]-6-methylhept-5-en-3-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcasobe2014Lea,hydrate of sabinene (trans),NA,0.7,Leaves,GC/MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaeg2012Lea,"1,8-cineol",NA,1.43,Leaves,GC and GC/MS,NA,NA,NA,Weed,Normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,myrcene,123-35-3,2.01,Leaves,GC-FID and GC-MS,C10H16,monoterpene,flammable,Weed,seosnal variability (September/2008),"7-methyl-3-methylideneocta-1,6-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,myrcene,123-35-3,2.01,Leaves,GC-FID and GC-MS,C10H16,monoterpene,flammable,Weed,seosnal variability (September/2008),"7-methyl-3-methylideneocta-1,6-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,myrcene,123-35-3,2.01,Leaves,GC-FID and GC-MS,C10H16,monoterpene,flammable,Weed,seosnal variability (September/2008),"7-methyl-3-methylideneocta-1,6-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,myrcene,123-35-3,2.01,Leaves,GC-FID and GC-MS,C10H16,monoterpene,flammable,Weed,seosnal variability (September/2008),"7-methyl-3-methylideneocta-1,6-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,eremophilene,10219-75-7,1.93,Leaves,GC/MS,NA,NA,NA,Weed,different collect times(10:00 am),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcasobe2014Lea,gamma-murolene,NA,0.4,Leaves,GC/MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,gamma-curcumene,28976-68-3,0.51,Flower and leaves,GC/FID and GC/MS,C15H24,NA,NA,Weed,normal,"1-methyl-4-[(2R)-6-methylhept-5-en-2-yl]cyclohexa-1,3-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcani2004Lea,bicyclogermacrene,24703-35-3,2.3,Leaf,GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"(4E,8E)-4,8,11,11-tetramethylbicyclo[8.1.0]undeca-4,8-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcacu2004Lea,cis-beta-guaiene,NA,3.6,Leaves,GC-FID and GC/MS,NA,NA,NA,Weed,air-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,beta-gurjunene,73464-47-8,0.38,Leaves,GC/MS,C15H24,sesquiterpene,NA,Weed,different collect times(4:00 pm),"(1aR,4R,4aR,7aR,7bR)-1,1,4-trimethyl-7-methylidene-2,3,4,4a,5,6,7a,7b-octahydro-1aH-cyclopropa[e]azulene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,alpha- selinene,NA,6.747,Leaves,GC-MS-MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,alpha- selinene,NA,6.747,Leaves,GC-MS-MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,gamma-elemene,30824-67-0,0.44,Fruit,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,Normal,"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,davanone b,NA,1.22,Leaves,GC and GC/MS,C15H24O2,NA,NA,Weed,normal,"2-[(2S,5R)-5-ethenyl-5-methyloxolan-2-yl]-6-methylhept-5-en-3-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,davanone b,NA,1.22,Leaves,GC and GC/MS,C15H24O2,NA,NA,Weed,normal,"2-[(2S,5R)-5-ethenyl-5-methyloxolan-2-yl]-6-methylhept-5-en-3-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,davanone b,NA,1.22,Leaves,GC and GC/MS,C15H24O2,NA,NA,Weed,normal,"2-[(2S,5R)-5-ethenyl-5-methyloxolan-2-yl]-6-methylhept-5-en-3-one,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alloaromadrene,NA,2.3,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydrodistillation,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alloaromadrene,NA,2.3,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydrodistillation,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alloaromadrene,NA,2.3,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydrodistillation,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alloaromadrene,NA,2.3,Leaves,GC and GC/MS,NA,NA,NA,Weed,hydrodistillation,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,eremophilene,10219-75-7,5.64,Leaves,GC/MS,NA,NA,NA,Weed,different collect times(7:00 am),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,trans-sabinene hydrate,17699-16-0,0.49,Leaves,GC and GC/MS,C10H18O,monoterpene hydrate,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,trans-sabinene hydrate,17699-16-0,0.49,Leaves,GC and GC/MS,C10H18O,monoterpene hydrate,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,trans-sabinene hydrate,17699-16-0,0.49,Leaves,GC and GC/MS,C10H18O,monoterpene hydrate,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,germacrene d,23986-74-5,3.13,Leaves,GC and GC/MS,C15H24,sesquiterpene,"pheromone, antimicrobial, insecticide",Weed,shade-dried,"(1E,6E,8S)-1-methyl-5-methylidene-8-propan-2-ylcyclodeca-1,6-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,germacrene d,23986-74-5,3.13,Leaves,GC and GC/MS,C15H24,sesquiterpene,"pheromone, antimicrobial, insecticide",Weed,shade-dried,"(1E,6E,8S)-1-methyl-5-methylidene-8-propan-2-ylcyclodeca-1,6-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,alpha-guaiene,12/1/3691,0.21,Leaves,GC/MS,C15H24,sesquiterpene,NA,Weed,different collect times(7:00 am),"1,4-dimethyl-7-prop-1-en-2-yl-1,2,3,4,5,6,7,8-octahydroazulene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,gamma-terpinene,99-85-4,0.39,Leaf,GC and GC/MS,C10H16,monoterpene,ACE-Inhibitor Acaricide Aldose-Reductase-Inhibitor - Antiacetylcholinesterase É?? Antifeedant Antioxidant Insectifuge Irritant Perfumery Pesticide,Weed,Normal,"1-methyl-4-propan-2-ylcyclohexa-1,4-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Lea,gamma-terpinene,99-85-4,0.39,Leaf,GC and GC/MS,C10H16,monoterpene,ACE-Inhibitor Acaricide Aldose-Reductase-Inhibitor - Antiacetylcholinesterase É?? Antifeedant Antioxidant Insectifuge Irritant Perfumery Pesticide,Weed,Normal,"1-methyl-4-propan-2-ylcyclohexa-1,4-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,alpha-copaene,3856-25-5,0.76,Fruit,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,Normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,delta-cadinene,483-76-1,1.2,Leaves,GC and GC/MS,C15H24,bicyclic sesquiterpene,NA,Weed,Normal,"(1S,8aR)-4,7-dimethyl-1-propan-2-yl-1,2,3,5,6,8a-hexahydronaphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,delta-cadinene,483-76-1,1.2,Leaves,GC and GC/MS,C15H24,bicyclic sesquiterpene,NA,Weed,Normal,"(1S,8aR)-4,7-dimethyl-1-propan-2-yl-1,2,3,5,6,8a-hexahydronaphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,delta-cadinene,483-76-1,1.2,Leaves,GC and GC/MS,C15H24,bicyclic sesquiterpene,NA,Weed,Normal,"(1S,8aR)-4,7-dimethyl-1-propan-2-yl-1,2,3,5,6,8a-hexahydronaphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,delta-cadinene,483-76-1,1.2,Leaves,GC and GC/MS,C15H24,bicyclic sesquiterpene,NA,Weed,Normal,"(1S,8aR)-4,7-dimethyl-1-propan-2-yl-1,2,3,5,6,8a-hexahydronaphthalene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,sa4,NA,2.8,Leaf,GC and GC/MS,NA,NA,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,sa4,NA,2.8,Leaf,GC and GC/MS,NA,NA,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,sa4,NA,2.8,Leaf,GC and GC/MS,NA,NA,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,unknown,NA,1.94,Flower and leaves,GC/FID and GC/MS,H2O,NA,NA,Weed,normal,"oxidane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,e-phytol,NA,1.12,Leaves,GC/MS,NA,NA,NA,Weed,different collect times(7:00 pm),"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2012Fru,spathulinol,NA,0.29,Fruit,GC and GC/MS,NA,NA,NA,Weed,normal,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,gamma-elemene,30824-67-0,0.33,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,gamma-elemene,30824-67-0,0.33,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,gamma-elemene,30824-67-0,0.33,Leaves,GC and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"(1S,2S)-1-ethenyl-1-methyl-4-propan-2-ylidene-2-prop-1-en-2-ylcyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,sabinene,3387-41-5,9.02,Flower and leaves,GC/FID and GC/MS,C10H16,monoterpene derivative,NA,Weed,normal,"4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-humulene,6753-98-6,1.99,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-humulene,6753-98-6,1.99,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-humulene,6753-98-6,1.99,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,alpha-humulene,6753-98-6,1.99,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1E,4E,8E)-2,6,6,9-tetramethylcycloundeca-1,4,8-triene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcama1999Flo,bicyclogermacrene,24703-35-3,2.59,Flower and leaves,GC/FID and GC/MS,C15H24,sesquiterpene,NA,Weed,normal,"(4E,8E)-4,8,11,11-tetramethylbicyclo[8.1.0]undeca-4,8-diene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,germacrene-d,NA,0.5,Leaf,GC and GC/MS,NA,NA,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,germacrene-d,NA,0.5,Leaf,GC and GC/MS,NA,NA,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcain2011Lea,germacrene-d,NA,0.5,Leaf,GC and GC/MS,NA,NA,NA,Weed,shade-dried,"NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,beta-elemene,515-13-9,2.06,Leaves,GC/MS,C15H24,sesquiterpene,NA,Weed,different collect times(4:00 pm),"(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-elemene,515-13-9,2.05,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-elemene,515-13-9,2.05,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-elemene,515-13-9,2.05,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2012Lea,beta-elemene,515-13-9,2.05,Leaves,GC-FID and GC-MS,C15H24,sesquiterpene,NA,Weed,seosnal variability (June/2009),"(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,beta-elemene,515-13-9,1.19,Leaves,GC/MS,C15H24,sesquiterpene,NA,Weed,different collect times(10:00 am),"(1S,2S,4R)-1-ethenyl-1-methyl-2,4-bis(prop-1-en-2-yl)cyclohexane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcacu2004Lea,phytol,150-86-7,t,Leaves,GC-FID and GC/MS,C20H40O,diterpene alcohol,for preparation of vitamins E and K1,Weed,air-dried,"(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-en-1-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcair2012Lea,geranyl acetate,105-87-3,1.03,Leaves,GC/MS,C12H20O2,monoterpene,NA,Weed,normal,"[(2E)-3,7-dimethylocta-2,6-dienyl] acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcacu2004Lea,cis-carveol,1197-06-4,0.1,Leaves,GC-FID and GC/MS,C10H16O,monoterpene derivative,NA,Weed,air-dried,"(1R,5R)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaeg2012Lea,borneol,507-70-0,1.15,Leaves,GC and GC/MS,C10H18O,monoterpene alcohol,chinese drug-moxa,Weed,Normal,"4,7,7-trimethylbicyclo[2.2.1]heptan-3-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcaca1999Flo,(z)-3-hexenol,928-96-1,tr,Flower and leaves,GC/FID and GC/MS,C6H12O,alcohol,NA,Weed,normal,"(Z)-hex-3-en-1-ol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
JELcabr2010Lea,germacrene,NA,1.05,Leaves,GC/MS,C15H28,NA,NA,Weed,different collect times(7:00 pm),"(1E,3S,6S,9R)-3,9-dimethyl-6-propan-2-ylcyclodecene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
